id,symbol,date,rsi,volume_spike,sentiment_score,buy_score,recommendation,notes,created_at
542,TATM,2026-01-23,,0,0.035,6,BUY,Limited technical data available.,2026-01-22 20:53:11
543,TBL,2026-01-23,,0,0.02,6,BUY,Limited technical data available.,2026-01-22 20:53:11
544,TCORP,2026-01-23,,0,0.011,6,BUY,Limited technical data available.,2026-01-22 20:53:11
545,TCORPCPS,2026-01-23,,0,0.0,6,BUY,Limited technical data available.,2026-01-22 20:53:11
546,TELE,2026-01-23,,0,0.131,6,BUY,Limited technical data available.,2026-01-22 20:53:11
547,TGL,2026-01-23,,0,0.127,6,BUY,Limited technical data available.,2026-01-22 20:53:11
548,THALL,2026-01-23,,0,0.062,6,BUY,Limited technical data available.,2026-01-22 20:53:11
549,THCCL,2026-01-23,,0,-0.007,6,BUY,Limited technical data available.,2026-01-22 20:53:11
550,TICL,2026-01-23,,0,0.024,6,BUY,Limited technical data available.,2026-01-22 20:53:11
551,TOMCL,2026-01-23,,0,0.106,6,BUY,Limited technical data available.,2026-01-22 20:53:11
552,TOWL,2026-01-23,,0,0.001,6,BUY,Limited technical data available.,2026-01-22 20:53:11
553,TPL,2026-01-23,,0,-0.016,6,BUY,Limited technical data available.,2026-01-22 20:53:11
554,TPLI,2026-01-23,,0,0.034,6,BUY,Limited technical data available.,2026-01-22 20:53:11
555,TPLL,2026-01-23,,0,0.0,6,BUY,Limited technical data available.,2026-01-22 20:53:11
556,TPLP,2026-01-23,,0,0.07,6,BUY,Limited technical data available.,2026-01-22 20:53:11
557,TPLRF1,2026-01-23,,0,0.064,6,BUY,Limited technical data available.,2026-01-22 20:53:11
558,TPLT,2026-01-23,,0,0.104,6,BUY,Limited technical data available.,2026-01-22 20:53:11
559,TREET,2026-01-23,,0,-0.032,6,BUY,Limited technical data available.,2026-01-22 20:53:11
560,TRG,2026-01-23,,0,-0.028,6,BUY,Limited technical data available.,2026-01-22 20:53:11
561,TRIBL,2026-01-23,,0,0.0,6,BUY,Limited technical data available.,2026-01-22 20:53:11
562,TRIPF,2026-01-23,,0,0.06,6,BUY,Limited technical data available.,2026-01-22 20:53:11
563,TRSM,2026-01-23,,0,0.044,6,BUY,Limited technical data available.,2026-01-22 20:53:11
564,TSBL,2026-01-23,,0,0.083,6,BUY,Limited technical data available.,2026-01-22 20:53:11
565,TSMF,2026-01-23,,0,0.0,6,BUY,Limited technical data available.,2026-01-22 20:53:11
566,TSML,2026-01-23,,0,0.053,6,BUY,Limited technical data available.,2026-01-22 20:53:11
567,TSPL,2026-01-23,,0,0.026,6,BUY,Limited technical data available.,2026-01-22 20:53:11
568,UBDL,2026-01-23,,0,0.016,6,BUY,Limited technical data available.,2026-01-22 20:53:11
570,UBLPETF,2026-01-23,,0,0.0,6,BUY,Limited technical data available.,2026-01-22 20:53:12
571,UCAPM,2026-01-23,,0,0.0,6,BUY,Limited technical data available.,2026-01-22 20:53:12
572,UDLI,2026-01-23,,0,0.097,6,BUY,Limited technical data available.,2026-01-22 20:53:12
573,UDPL,2026-01-23,,0,0.046,6,BUY,Limited technical data available.,2026-01-22 20:53:12
574,UNIC,2026-01-23,,0,0.077,6,BUY,Limited technical data available.,2026-01-22 20:53:12
575,UNITY,2026-01-23,,0,-0.011,6,BUY,Limited technical data available.,2026-01-22 20:53:12
576,UPFL,2026-01-23,,0,0.057,6,BUY,Limited technical data available.,2026-01-22 20:53:12
577,USMT,2026-01-23,,0,-0.151,6,BUY,Limited technical data available.,2026-01-22 20:53:12
578,UVIC,2026-01-23,,0,0.022,6,BUY,Limited technical data available.,2026-01-22 20:53:12
579,WAFI,2026-01-23,,0,0.135,6,BUY,Limited technical data available.,2026-01-22 20:53:12
580,WAHN,2026-01-23,,0,0.011,6,BUY,Limited technical data available.,2026-01-22 20:53:12
581,WASL,2026-01-23,,0,0.078,6,BUY,Limited technical data available.,2026-01-22 20:53:12
582,WAVES,2026-01-23,,0,0.058,6,BUY,Limited technical data available.,2026-01-22 20:53:12
583,WAVESAPP,2026-01-23,,0,0.055,6,BUY,Limited technical data available.,2026-01-22 20:53:12
584,WTL,2026-01-23,,0,-0.015,6,BUY,Limited technical data available.,2026-01-22 20:53:12
585,YOUW,2026-01-23,,0,0.019,6,BUY,Limited technical data available.,2026-01-22 20:53:12
586,ZAHID,2026-01-23,,0,0.017,6,BUY,Limited technical data available.,2026-01-22 20:53:12
587,ZAL,2026-01-23,,0,0.117,6,BUY,Limited technical data available.,2026-01-22 20:53:12
588,ZELP,2026-01-23,,0,0.0,6,BUY,Limited technical data available.,2026-01-22 20:53:12
589,ZIL,2026-01-23,,0,-0.025,6,BUY,Limited technical data available.,2026-01-22 20:53:12
590,ZTL,2026-01-23,,0,-0.007,6,BUY,Limited technical data available.,2026-01-22 20:53:12
591,ZUMA,2026-01-23,,0,0.066,6,BUY,Limited technical data available.,2026-01-22 20:53:12
