id,symbol,date,open_price,high_price,low_price,close_price,volume,created_at
318,KTML,2026-01-23,65.0,65.3,64.67,65.3,31646,2026-01-22 20:09:52
319,LCI,2026-01-23,301.0,301.0,297.8,299.69,29532,2026-01-22 20:09:56
320,LEUL,2026-01-23,45.2,45.2,44.51,44.51,901,2026-01-22 20:09:59
321,LIVEN,2026-01-23,50.04,50.04,49.71,49.86,21955,2026-01-22 20:10:03
322,LOADS,2026-01-23,18.0,18.0,17.77,17.8,831728,2026-01-22 20:10:06
323,LOTCHEM,2026-01-23,33.64,33.65,32.85,32.93,2836597,2026-01-22 20:10:09
324,LPGL,2026-01-23,98.25,103.0,95.31,96.8,15957,2026-01-22 20:10:12
325,LPL,2026-01-23,24.0,24.24,23.8,23.9,119195,2026-01-22 20:10:16
326,LSECL,2026-01-23,5.7,5.9,5.6,5.66,644745,2026-01-22 20:10:19
327,LSEFSL,2026-01-23,25.42,25.42,23.65,25.35,669,2026-01-22 20:10:23
328,LSEVL,2026-01-23,6.99,7.07,6.9,7.05,88508,2026-01-22 20:10:25
329,LSEVLR,2026-01-23,2.02,2.02,1.53,1.82,4361652,2026-01-22 20:10:29
331,MACFL,2026-01-23,39.7,41.5,38.06,40.0,3004966,2026-01-22 20:10:37
332,MACTER,2026-01-23,338.0,338.0,335.0,336.0,5328,2026-01-22 20:10:41
335,MCBIM,2026-01-23,235.0,238.0,234.0,237.9,485,2026-01-22 20:10:51
336,MDTL,2026-01-23,7.85,7.85,7.5,7.6,1327050,2026-01-22 20:10:54
337,MEBL,2026-01-23,482.5,483.3,480.69,483.21,229548,2026-01-22 20:10:57
338,MEHT,2026-01-23,305.95,305.95,305.95,305.95,1,2026-01-22 20:11:00
339,MERIT,2026-01-23,12.7,12.96,12.6,12.8,233555,2026-01-22 20:11:04
340,MFFL,2026-01-23,193.11,195.98,193.11,195.87,395,2026-01-22 20:11:07
341,MFL,2026-01-23,73.98,74.0,72.2,73.9,17580,2026-01-22 20:11:10
342,MFTM,2026-01-23,3.51,3.51,3.4,3.49,22000,2026-01-22 20:11:14
343,MIIETF,2026-01-23,18.8,18.86,18.78,18.8,227500,2026-01-22 20:11:17
344,MIRKS,2026-01-23,38.15,38.75,38.15,38.15,5702,2026-01-22 20:11:20
345,MLCF,2026-01-23,122.4,122.4,120.8,121.19,1782312,2026-01-22 20:11:24
346,MQTM,2026-01-23,29.35,29.35,29.05,29.05,150,2026-01-22 20:11:30
347,MRNS,2026-01-23,79.5,79.98,77.45,79.4,31225,2026-01-22 20:11:35
348,MSCL,2026-01-23,14.59,14.59,14.07,14.3,9904,2026-01-22 20:11:38
349,MSOT,2026-01-23,63.97,63.97,56.55,61.5,1068,2026-01-22 20:11:42
350,MSOTPS,2026-01-23,11.26,11.26,11.26,11.26,0,2026-01-22 20:11:45
352,MUBT,2026-01-23,3.85,3.85,3.85,3.85,35000,2026-01-22 20:11:52
353,MUGHAL,2026-01-23,100.45,102.0,99.31,99.35,553246,2026-01-22 20:11:56
354,MUGHALC,2026-01-23,62.31,62.31,62.31,62.31,300,2026-01-22 20:11:59
355,MUREB,2026-01-23,1056.0,1056.0,1040.06,1049.96,427,2026-01-22 20:12:02
356,MWMP,2026-01-23,65.47,65.47,64.5,65.0,1194,2026-01-22 20:12:06
357,MZNPETF,2026-01-23,22.86,23.01,22.85,22.9,321500,2026-01-22 20:12:09
358,NAGC,2026-01-23,68.0,71.68,68.0,71.68,200,2026-01-22 20:12:17
359,NATF,2026-01-23,417.98,418.0,412.0,416.99,47570,2026-01-22 20:12:20
360,NATM,2026-01-23,80.0,80.0,80.0,80.0,500,2026-01-22 20:12:23
361,NBP,2026-01-23,275.44,276.5,274.0,274.18,1736265,2026-01-22 20:12:27
362,NBPGETF,2026-01-23,34.36,34.36,33.96,34.29,20500,2026-01-22 20:12:31
363,NCL,2026-01-23,57.15,57.98,56.02,57.2,452193,2026-01-22 20:12:35
364,NCML,2026-01-23,17.39,17.39,17.39,17.39,501,2026-01-22 20:12:39
365,NCPL,2026-01-23,66.0,66.68,64.05,64.65,2049982,2026-01-22 20:12:43
367,NETSOL,2026-01-23,130.49,130.49,128.12,128.8,90530,2026-01-22 20:12:50
368,NEXT,2026-01-23,13.75,13.75,12.95,12.95,828,2026-01-22 20:12:53
369,NICL,2026-01-23,221.95,222.0,221.0,221.52,1088,2026-01-22 20:12:57
370,NITGETF,2026-01-23,40.0,40.32,40.0,40.31,14000,2026-01-22 20:13:05
371,NML,2026-01-23,198.3,198.3,195.01,195.2,358484,2026-01-22 20:13:11
372,NONS,2026-01-23,112.39,112.8,108.0,109.99,974,2026-01-22 20:13:15
373,NPL,2026-01-23,85.74,86.2,84.01,84.68,1001454,2026-01-22 20:13:18
374,NRL,2026-01-23,444.99,474.0,440.15,471.0,4751997,2026-01-22 20:13:23
375,NRSL,2026-01-23,32.1,32.14,31.6,31.6,6987,2026-01-22 20:13:26
376,NSRM,2026-01-23,153.99,153.99,144.5,144.5,2,2026-01-22 20:13:30
377,OBOY,2026-01-23,15.8,15.96,14.8,15.29,5042666,2026-01-22 20:13:33
378,OCTOPUS,2026-01-23,41.75,42.01,41.51,41.55,94221,2026-01-22 20:13:37
380,OLPL,2026-01-23,48.5,48.5,47.75,47.8,1050,2026-01-22 20:13:44
381,OLPM,2026-01-23,22.26,22.85,22.26,22.8,4149,2026-01-22 20:13:49
382,OML,2026-01-23,34.97,35.0,34.9,34.92,7654,2026-01-22 20:13:52
383,ORM,2026-01-23,12.25,12.5,12.2,12.21,3592,2026-01-22 20:13:56
384,OTSU,2026-01-23,370.11,373.85,370.0,373.85,735,2026-01-22 20:13:59
385,PABC,2026-01-23,124.93,125.5,123.23,125.5,56637,2026-01-22 20:14:03
386,PACE,2026-01-23,16.19,16.19,15.63,15.69,5146921,2026-01-22 20:14:08
387,PAEL,2026-01-23,61.9,61.91,61.06,61.27,1180438,2026-01-22 20:14:11
388,PAKD,2026-01-23,161.0,163.0,143.52,156.65,5876,2026-01-22 20:14:16
389,PAKL,2026-01-23,51.0,51.0,48.52,48.53,1746,2026-01-22 20:14:19
390,PAKOXY,2026-01-23,327.0,327.0,322.32,327.0,182,2026-01-22 20:14:23
391,PAKQATAR,2026-01-23,23.7,24.05,23.33,23.4,874746,2026-01-22 20:14:27
392,PAKRI,2026-01-23,22.11,22.64,22.11,22.31,200006,2026-01-22 20:14:30
393,PAKT,2026-01-23,1642.0,1642.0,1620.0,1629.94,761,2026-01-22 20:14:34
394,PASL,2026-01-23,3.3,3.3,3.21,3.24,637361,2026-01-22 20:14:37
395,PASM,2026-01-23,6.35,6.35,6.35,6.35,78,2026-01-22 20:14:40
396,PCAL,2026-01-23,206.0,225.0,206.0,216.0,400335,2026-01-22 20:14:43
397,PECO,2026-01-23,569.57,580.0,541.0,549.86,278,2026-01-22 20:14:48
398,PGLC,2026-01-23,15.73,15.73,15.65,15.65,756,2026-01-22 20:14:51
399,PHDL,2026-01-23,48.8,51.5,48.29,50.0,592568,2026-01-22 20:14:56
400,PIAHCLA,2026-01-23,27.0,27.37,26.75,27.1,1403137,2026-01-22 20:15:00
401,PIAHCLB,2026-01-23,21013.0,21841.9,21013.0,21128.0,6,2026-01-22 20:15:03
402,PIBTL,2026-01-23,21.9,22.2,21.86,21.98,8725894,2026-01-22 20:15:07
403,PICT,2026-01-23,41.39,41.39,40.4,40.75,85526,2026-01-22 20:15:15
404,PIL,2026-01-23,5.4,5.79,5.38,5.57,86124,2026-01-22 20:15:18
405,PIM,2026-01-23,21.77,21.77,21.77,21.77,62,2026-01-22 20:15:22
406,PINL,2026-01-23,10.1,10.35,9.47,9.5,283872,2026-01-22 20:15:25
407,PIOC,2026-01-23,358.52,362.0,358.52,358.52,552760,2026-01-22 20:15:28
408,PKGI,2026-01-23,14.64,14.64,13.76,14.02,1464,2026-01-22 20:15:31
409,PKGP,2026-01-23,60.37,60.94,58.51,60.5,19003,2026-01-22 20:15:34
410,PKGS,2026-01-23,849.62,849.97,841.0,848.0,659,2026-01-22 20:15:37
411,PMRS,2026-01-23,317.42,317.42,303.02,303.02,6,2026-01-22 20:15:40
412,PNSC,2026-01-23,629.88,634.0,621.01,630.0,8862,2026-01-22 20:15:44
413,POL,2026-01-23,632.0,678.97,630.26,678.97,2359048,2026-01-22 20:15:48
414,POML,2026-01-23,175.0,178.0,175.0,178.0,1120,2026-01-22 20:15:51
415,POWER,2026-01-23,20.45,20.45,19.71,19.85,1146813,2026-01-22 20:15:55
416,POWERPS,2026-01-23,22.0,24.54,22.0,24.54,2504,2026-01-22 20:15:57
418,PPP,2026-01-23,145.99,145.99,142.02,143.0,933,2026-01-22 20:16:03
419,PPVC,2026-01-23,17.3,20.1,17.3,19.94,3359,2026-01-22 20:16:06
420,PREMA,2026-01-23,38.5,39.5,38.5,39.04,403963,2026-01-22 20:16:10
421,PRET,2026-01-23,474.98,474.98,440.01,440.01,134,2026-01-22 20:16:13
422,PRL,2026-01-23,38.29,39.45,37.9,39.04,16175476,2026-01-22 20:16:21
423,PRWM,2026-01-23,46.0,46.0,46.0,46.0,6,2026-01-22 20:16:24
424,PSEL,2026-01-23,1010.0,1040.0,1000.0,1000.11,728,2026-01-22 20:16:26
426,PSX,2026-01-23,52.8,53.25,52.3,52.45,645758,2026-01-22 20:16:33
427,PSYL,2026-01-23,81.4,81.4,81.4,81.4,78,2026-01-22 20:16:35
428,PTC,2026-01-23,65.02,65.37,64.0,64.25,1959934,2026-01-22 20:16:38
429,PTL,2026-01-23,62.0,62.75,61.5,61.85,8229,2026-01-22 20:16:41
430,QTECH,2026-01-23,46.9,47.8,46.3,46.5,397765,2026-01-22 20:16:47
431,QUET,2026-01-23,17.8,18.89,17.8,18.87,1059,2026-01-22 20:16:49
432,QUICE,2026-01-23,35.96,36.9,33.65,35.0,1812301,2026-01-22 20:16:52
433,RCML,2026-01-23,506.02,506.02,506.02,506.02,3,2026-01-22 20:16:54
434,REDCO,2026-01-23,33.22,33.22,29.9,29.9,84943,2026-01-22 20:16:58
435,REWM,2026-01-23,171.02,185.0,171.02,185.0,6,2026-01-22 20:17:03
436,RICL,2026-01-23,17.64,18.0,17.5,17.5,2700,2026-01-22 20:17:06
437,RMPL,2026-01-23,10000.0,10048.99,10000.0,10000.0,286,2026-01-22 20:17:09
438,RPL,2026-01-23,18.8,18.98,18.76,18.79,17110,2026-01-22 20:17:12
439,RUBY,2026-01-23,13.09,13.09,12.1,12.25,9038,2026-01-22 20:17:14
440,RUPL,2026-01-23,31.01,31.01,31.01,31.01,250,2026-01-22 20:17:16
441,SAIF,2026-01-23,46.9,46.9,44.5,44.5,11048,2026-01-22 20:17:20
442,SANE,2026-01-23,9.19,9.19,8.0,8.0,18747,2026-01-22 20:17:22
443,SANSM,2026-01-23,85.49,86.49,83.0,83.0,1301,2026-01-22 20:17:25
444,SAPT,2026-01-23,1359.94,1361.0,1359.94,1361.0,112,2026-01-22 20:17:28
445,SARC,2026-01-23,88.0,90.0,87.25,88.75,5786,2026-01-22 20:17:30
446,SASML,2026-01-23,235.35,240.25,235.35,240.25,124,2026-01-22 20:17:33
448,SBL,2026-01-23,15.25,15.4,14.01,15.2,343653,2026-01-22 20:17:39
449,SCBPL,2026-01-23,73.5,73.98,72.8,73.9,5987,2026-01-22 20:17:42
450,SCL,2026-01-23,556.45,564.0,556.45,563.64,38,2026-01-22 20:17:48
451,SEARL,2026-01-23,126.0,126.58,124.77,125.0,805846,2026-01-22 20:17:54
452,SEL,2026-01-23,31.88,31.88,30.43,31.47,6625,2026-01-22 20:17:56
453,SEPL,2026-01-23,195.0,199.99,195.0,195.6,7025,2026-01-22 20:17:59
454,SERT,2026-01-23,39.1,41.3,39.01,40.15,28276,2026-01-22 20:18:02
455,SFAT,2026-01-23,1.89,1.89,1.89,1.89,2500,2026-01-22 20:18:05
456,SFL,2026-01-23,1201.0,1223.0,1175.09,1219.51,94,2026-01-22 20:18:08
457,SGF,2026-01-23,120.85,131.27,119.52,131.27,6204948,2026-01-22 20:18:13
458,SGPL,2026-01-23,27.87,29.6,27.26,28.88,1453511,2026-01-22 20:18:15
459,SHCI,2026-01-23,6.47,6.49,6.45,6.49,8000,2026-01-22 20:18:17
460,SHCM,2026-01-23,56.99,56.99,56.99,56.99,1,2026-01-22 20:18:20
461,SHDT,2026-01-23,53.35,53.79,53.0,53.0,1966,2026-01-22 20:18:23
462,SHEZ,2026-01-23,280.99,280.99,268.02,272.0,453,2026-01-22 20:18:26
463,SHFA,2026-01-23,597.25,605.99,595.5,599.99,1613,2026-01-22 20:18:29
464,SHJS,2026-01-23,201.01,209.99,201.0,209.99,5,2026-01-22 20:18:33
465,SHNI,2026-01-23,10.28,10.3,10.28,10.3,5002,2026-01-22 20:18:36
466,SHSML,2026-01-23,424.5,424.5,410.11,420.0,10,2026-01-22 20:18:38
467,SIBL,2026-01-23,8.85,8.85,8.69,8.8,725,2026-01-22 20:18:42
468,SIEM,2026-01-23,1519.99,1519.99,1491.0,1508.0,53,2026-01-22 20:18:45
469,SINDM,2026-01-23,31.7,32.47,31.25,31.37,207112,2026-01-22 20:18:49
470,SITC,2026-01-23,884.98,900.0,872.0,882.98,6514,2026-01-22 20:18:51
471,SKRS,2026-01-23,28.56,29.29,27.11,28.99,66591,2026-01-22 20:18:54
472,SLCL,2026-01-23,1.14,1.14,1.0,1.0,37500,2026-01-22 20:18:57
473,SLGL,2026-01-23,21.3,21.3,21.0,21.06,419351,2026-01-22 20:19:06
474,SLL,2026-01-23,2.14,2.29,1.6,1.7,232928,2026-01-22 20:19:09
475,SLYT,2026-01-23,12.31,13.2,12.31,12.55,3091,2026-01-22 20:19:12
476,SMCPL,2026-01-23,52.4,53.41,52.19,52.19,9470,2026-01-22 20:19:17
477,SML,2026-01-23,150.05,154.69,146.01,150.0,2605,2026-01-22 20:19:19
478,SNAI,2026-01-23,38.0,38.49,37.0,37.06,4842,2026-01-22 20:19:23
479,SNBL,2026-01-23,27.2,27.42,27.0,27.19,342372,2026-01-22 20:19:26
480,SNGP,2026-01-23,119.7,119.95,118.51,118.66,250392,2026-01-22 20:19:29
481,SPCL,2026-01-23,0.87,0.95,0.8,0.95,143500,2026-01-22 20:19:32
482,SPEL,2026-01-23,58.0,58.35,57.26,57.45,209284,2026-01-22 20:19:36
483,SPL,2026-01-23,67.0,68.9,66.12,67.5,8350,2026-01-22 20:19:38
484,SPWL,2026-01-23,11.35,11.45,11.3,11.32,188694,2026-01-22 20:19:42
485,SRVI,2026-01-23,1752.0,1884.0,1752.0,1849.99,9883,2026-01-22 20:19:45
486,SSGC,2026-01-23,34.35,34.36,34.11,34.29,532667,2026-01-22 20:19:48
487,SSML,2026-01-23,30.5,32.79,30.5,32.79,227,2026-01-22 20:19:54
488,SSOM,2026-01-23,424.0,424.0,416.05,421.0,2604,2026-01-22 20:19:57
489,STCL,2026-01-23,15.7,16.0,15.7,15.75,9986,2026-01-22 20:20:00
490,STJT,2026-01-23,108.0,109.0,108.0,108.0,165,2026-01-22 20:20:02
491,STL,2026-01-23,1327.1,1327.1,1326.0,1327.0,47,2026-01-22 20:20:05
492,STML,2026-01-23,31.3,31.31,31.3,31.31,250,2026-01-22 20:20:08
493,STPL,2026-01-23,9.19,9.35,9.15,9.35,606486,2026-01-22 20:20:11
494,STYLERS,2026-01-23,46.65,46.65,46.65,46.65,1,2026-01-22 20:20:14
495,SUHJ,2026-01-23,99.99,99.99,97.19,97.19,234,2026-01-22 20:20:17
496,SURC,2026-01-23,121.01,121.99,120.7,121.98,530,2026-01-22 20:20:22
497,SUTM,2026-01-23,140.01,140.01,139.1,140.0,275,2026-01-22 20:20:25
498,SYM,2026-01-23,14.94,14.95,14.55,14.7,1066463,2026-01-22 20:20:30
499,SYS,2026-01-23,156.03,157.38,155.5,156.0,533855,2026-01-22 20:20:33
500,SZTM,2026-01-23,52.52,52.52,52.52,52.52,96,2026-01-22 20:20:37
501,TATM,2026-01-23,183.97,188.39,177.0,181.0,1202405,2026-01-22 20:20:42
502,TBL,2026-01-23,13.12,13.45,13.11,13.32,2157484,2026-01-22 20:20:45
503,TCORP,2026-01-23,19.3,19.35,18.5,18.98,120642,2026-01-22 20:20:47
504,TCORPCPS,2026-01-23,10.54,10.54,9.19,9.23,608,2026-01-22 20:20:49
505,TELE,2026-01-23,12.13,12.36,12.01,12.17,2804463,2026-01-22 20:20:52
506,TGL,2026-01-23,230.0,230.5,227.51,228.0,15915,2026-01-22 20:20:56
507,THALL,2026-01-23,641.0,664.9,641.0,664.9,47811,2026-01-22 20:21:00
508,THCCL,2026-01-23,75.0,75.15,72.08,72.25,1413412,2026-01-22 20:21:03
509,TICL,2026-01-23,709.98,719.98,699.0,699.0,454,2026-01-22 20:21:06
510,TOMCL,2026-01-23,52.8,52.8,52.01,52.3,298485,2026-01-22 20:21:09
511,TOWL,2026-01-23,168.0,170.0,165.1,170.0,7045,2026-01-22 20:21:12
512,TPL,2026-01-23,9.94,10.05,9.75,9.89,822658,2026-01-22 20:21:15
513,TPLI,2026-01-23,23.0,23.49,23.0,23.0,23351,2026-01-22 20:21:17
514,TPLL,2026-01-23,26.5,26.99,23.05,26.5,1238,2026-01-22 20:21:19
515,TPLP,2026-01-23,12.37,12.8,12.37,12.6,7978151,2026-01-22 20:21:23
516,TPLRF1,2026-01-23,11.5,11.65,11.25,11.47,9688,2026-01-22 20:21:25
517,TPLT,2026-01-23,13.5,14.0,13.46,13.75,552496,2026-01-22 20:21:28
518,TREET,2026-01-23,34.79,35.08,34.54,34.65,2215948,2026-01-22 20:21:31
519,TRG,2026-01-23,76.0,77.09,75.98,76.42,1982392,2026-01-22 20:21:34
520,TRIBL,2026-01-23,0.97,0.97,0.97,0.97,3000,2026-01-22 20:21:37
521,TRIPF,2026-01-23,161.19,161.19,152.0,152.5,65166,2026-01-22 20:21:39
522,TRSM,2026-01-23,18.1,18.1,17.45,17.89,161614,2026-01-22 20:21:43
523,TSBL,2026-01-23,3.71,3.76,3.62,3.65,1700248,2026-01-22 20:21:46
524,TSMF,2026-01-23,14.91,15.91,14.91,15.11,20500,2026-01-22 20:21:48
525,TSML,2026-01-23,212.0,212.0,212.0,212.0,101,2026-01-22 20:21:51
526,TSPL,2026-01-23,14.67,14.67,13.15,13.79,9122,2026-01-22 20:21:53
527,UBDL,2026-01-23,28.91,29.45,28.8,29.0,40907,2026-01-22 20:21:57
529,UBLPETF,2026-01-23,43.16,43.31,42.92,42.92,46500,2026-01-22 20:22:01
530,UCAPM,2026-01-23,6.89,6.89,6.67,6.7,113131,2026-01-22 20:22:04
531,UDLI,2026-01-23,19.1,19.79,19.1,19.27,15457,2026-01-22 20:22:07
532,UDPL,2026-01-23,135.0,135.0,133.5,133.5,3459,2026-01-22 20:22:10
533,UNIC,2026-01-23,14.55,14.71,14.51,14.51,40153,2026-01-22 20:22:13
534,UNITY,2026-01-23,20.9,20.99,20.75,20.85,692376,2026-01-22 20:22:16
535,UPFL,2026-01-23,27000.8,27997.5,27000.0,27503.0,121,2026-01-22 20:22:19
536,UVIC,2026-01-23,22.2,22.2,22.2,22.2,1,2026-01-22 20:22:25
537,WAFI,2026-01-23,242.5,248.6,239.39,247.0,59908,2026-01-22 20:22:28
538,WAHN,2026-01-23,345.0,349.99,343.0,349.99,548,2026-01-22 20:22:32
539,WASL,2026-01-23,6.7,6.79,6.65,6.7,143775,2026-01-22 20:22:35
540,WAVES,2026-01-23,15.12,16.17,15.07,15.95,14668863,2026-01-22 20:22:37
541,WAVESAPP,2026-01-23,10.23,10.73,10.21,10.56,3503177,2026-01-22 20:22:40
542,WTL,2026-01-23,1.79,1.81,1.78,1.79,4939125,2026-01-22 20:22:44
543,YOUW,2026-01-23,5.63,5.72,5.6,5.67,75415,2026-01-22 20:22:47
544,ZAHID,2026-01-23,60.99,61.7,60.0,60.7,680,2026-01-22 20:22:49
545,ZAL,2026-01-23,69.23,70.48,68.34,68.34,560074,2026-01-22 20:22:51
546,ZIL,2026-01-23,540.99,540.99,540.99,540.99,1,2026-01-22 20:22:56
547,ZTL,2026-01-23,14.95,14.95,14.95,14.95,25,2026-01-22 20:22:58
548,ZUMA,2026-01-23,100.8,103.9,97.0,98.0,399674,2026-01-22 20:23:02
1068,786,2026-01-31,11.59,11.59,11.26,11.43,17555,2026-01-30 20:19:50
1069,786R,2026-01-31,2.64,2.77,2.25,2.47,198112,2026-01-30 20:19:54
1070,AABS,2026-01-31,1000.0,1032.95,950.02,985.37,452,2026-01-30 20:19:56
1071,AASM,2026-01-31,3.0,3.5,3.0,3.49,14500,2026-01-30 20:20:03
1072,AATM,2026-01-31,41.99,42.5,39.0,42.0,6155,2026-01-30 20:20:06
1073,ABL,2026-01-31,199.39,204.0,197.0,200.0,37554,2026-01-30 20:20:11
1074,ABOT,2026-01-31,1159.0,1175.0,1139.98,1165.0,1556,2026-01-30 20:20:14
1075,ACIETF,2026-01-31,19.55,19.77,19.1,19.51,6000,2026-01-30 20:20:20
1076,ACPL,2026-01-31,290.5,301.07,284.0,289.24,874979,2026-01-30 20:20:23
1077,ADAMS,2026-01-31,77.0,82.74,77.0,80.09,945,2026-01-30 20:20:26
1078,ADMM,2026-01-31,59.76,61.96,59.0,60.81,73646,2026-01-30 20:20:29
1079,AGHA,2026-01-31,8.26,8.47,8.11,8.19,6702987,2026-01-30 20:20:32
1080,AGIC,2026-01-31,37.9,38.4,37.61,37.72,8631,2026-01-30 20:20:35
1081,AGICR2,2026-01-31,5.65,6.63,5.4,5.92,350180,2026-01-30 20:20:38
1082,AGIL,2026-01-31,177.0,180.0,171.3,174.0,12655,2026-01-30 20:20:41
1083,AGL,2026-01-31,74.5,74.98,69.84,70.84,722678,2026-01-30 20:20:44
1084,AGLNCPS,2026-01-31,31.56,31.56,31.56,31.56,1,2026-01-30 20:20:47
1085,AGP,2026-01-31,209.4,213.0,205.32,210.71,132100,2026-01-30 20:20:52
1086,AGSML,2026-01-31,10.47,10.47,9.9,10.06,564537,2026-01-30 20:20:56
1087,AGTL,2026-01-31,415.0,419.89,405.0,416.9,6089,2026-01-30 20:20:59
1088,AHCL,2026-01-31,18.2,18.46,18.01,18.11,6528918,2026-01-30 20:21:02
1089,AHL,2026-01-31,115.0,116.9,114.2,115.86,37498,2026-01-30 20:21:04
1090,AHTM,2026-01-31,82.0,85.0,82.0,85.0,7,2026-01-30 20:21:07
1091,AICL,2026-01-31,110.05,113.0,106.15,108.37,712635,2026-01-30 20:21:10
1092,AIRLINK,2026-01-31,182.0,188.99,181.5,183.46,1487832,2026-01-30 20:21:14
1093,AKBL,2026-01-31,119.9,120.0,114.54,116.49,4755068,2026-01-30 20:21:17
1094,AKDHL,2026-01-31,197.99,198.48,194.0,198.48,219,2026-01-30 20:21:21
1095,AKDSL,2026-01-31,47.59,49.0,46.8,47.83,778180,2026-01-30 20:21:25
1096,AKGL,2026-01-31,57.0,63.29,57.0,60.24,44,2026-01-30 20:21:27
1097,ALAC,2026-01-31,14.15,14.5,13.25,14.0,795886,2026-01-30 20:21:29
1098,ALIFE,2026-01-31,38.36,40.67,36.2,36.52,10635,2026-01-30 20:21:32
1099,ALNRS,2026-01-31,130.0,130.0,123.0,125.0,609,2026-01-30 20:21:35
1100,ALTN,2026-01-31,11.15,11.2,11.0,11.09,366988,2026-01-30 20:21:39
1101,AMBL,2026-01-31,17.92,17.92,17.89,17.92,8030,2026-01-30 20:21:42
1102,AMTEX,2026-01-31,4.43,4.59,4.43,4.47,317232,2026-01-30 20:21:47
1103,ANL,2026-01-31,11.87,12.5,11.52,11.75,676823,2026-01-30 20:21:50
1104,ANSM,2026-01-31,14.2,14.5,13.66,14.47,15051,2026-01-30 20:22:03
1105,ANTM,2026-01-31,28.54,30.5,28.54,30.45,480,2026-01-30 20:22:07
1106,APL,2026-01-31,600.0,614.01,598.22,602.0,65778,2026-01-30 20:22:09
1107,ARCTM,2026-01-31,30.39,33.2,29.0,31.56,1911,2026-01-30 20:22:15
1108,ARPAK,2026-01-31,60.0,60.0,59.1,59.1,502,2026-01-30 20:22:17
1109,ARPL,2026-01-31,442.0,452.99,440.0,440.14,37625,2026-01-30 20:22:20
1110,ARUJ,2026-01-31,11.8,11.99,11.1,11.38,8820,2026-01-30 20:22:23
1111,ASC,2026-01-31,12.26,12.78,12.12,12.6,1856915,2026-01-30 20:22:26
1112,ASHT,2026-01-31,20.6,21.9,19.04,20.5,10126,2026-01-30 20:22:30
1113,ASIC,2026-01-31,18.0,18.6,18.0,18.6,100,2026-01-30 20:22:34
1114,ASL,2026-01-31,13.32,14.0,13.32,13.66,1870244,2026-01-30 20:22:37
1115,ASLCPS,2026-01-31,88.02,88.02,87.92,87.92,98,2026-01-30 20:22:39
1116,ASLPS,2026-01-31,17.26,20.0,17.25,19.0,176,2026-01-30 20:22:43
1117,ASTL,2026-01-31,22.2,23.19,22.2,22.49,4505237,2026-01-30 20:22:45
1118,ASTM,2026-01-31,18.79,20.0,18.79,19.75,181,2026-01-30 20:22:48
1119,ATBA,2026-01-31,237.01,237.5,232.23,235.34,21988,2026-01-30 20:22:51
1120,ATIL,2026-01-31,78.42,79.98,78.11,78.84,8501,2026-01-30 20:22:54
1121,ATLH,2026-01-31,1841.0,1858.64,1802.0,1816.69,8692,2026-01-30 20:22:58
1122,ATRL,2026-01-31,855.0,887.89,845.0,863.56,1691609,2026-01-30 20:23:01
1123,AVN,2026-01-31,41.5,41.84,40.54,40.82,979926,2026-01-30 20:23:06
1124,AWTX,2026-01-31,1270.0,1550.52,1270.0,1409.56,11,2026-01-30 20:23:10
1125,BAFL,2026-01-31,125.7,128.0,124.99,127.34,1356094,2026-01-30 20:23:19
1126,BAFS,2026-01-31,284.0,284.0,283.0,283.05,164,2026-01-30 20:23:22
1127,BAHL,2026-01-31,197.49,197.49,194.04,195.49,513316,2026-01-30 20:23:27
1128,BAPL,2026-01-31,43.55,44.9,43.21,44.22,19972,2026-01-30 20:23:31
1129,BATA,2026-01-31,1255.0,1278.85,1215.0,1224.55,11693,2026-01-30 20:23:35
1130,BBFL,2026-01-31,48.35,48.99,48.05,48.36,578175,2026-01-30 20:23:40
1131,BCL,2026-01-31,88.05,89.91,88.05,89.62,17353,2026-01-30 20:23:43
1132,BECO,2026-01-31,5.97,5.98,5.82,5.86,3503681,2026-01-30 20:23:47
1133,BELA,2026-01-31,85.98,89.89,80.0,83.5,3544,2026-01-30 20:23:52
1134,BERG,2026-01-31,112.9,117.45,112.2,116.65,1019214,2026-01-30 20:23:57
1135,BFAGRO,2026-01-31,41.25,41.5,40.65,41.35,108023,2026-01-30 20:24:00
1136,BFBIO,2026-01-31,156.0,159.5,155.0,156.41,318298,2026-01-30 20:24:04
1137,BFMOD,2026-01-31,25.99,26.88,24.01,25.1,92819,2026-01-30 20:24:07
1138,BGL,2026-01-31,14.98,15.0,14.7,14.87,1030128,2026-01-30 20:24:10
1139,BHAT,2026-01-31,936.2,981.0,936.2,981.0,52,2026-01-30 20:24:13
1140,BIFO,2026-01-31,171.99,176.5,169.0,169.69,45995,2026-01-30 20:24:16
1141,BIPL,2026-01-31,32.29,32.69,31.72,31.79,609767,2026-01-30 20:24:22
1142,BLUEX,2026-01-31,66.97,66.97,64.5,65.02,16696,2026-01-30 20:24:26
1143,BML,2026-01-31,4.87,5.0,4.68,4.76,19382826,2026-01-30 20:24:30
1144,BNL,2026-01-31,10.54,10.66,10.5,10.52,2064102,2026-01-30 20:24:33
1145,BNWM,2026-01-31,60.15,69.05,60.15,65.01,26021,2026-01-30 20:24:36
1146,BOK,2026-01-31,34.26,39.5,34.25,37.42,20346,2026-01-30 20:24:38
1147,BOP,2026-01-31,40.0,40.7,38.53,38.88,28308030,2026-01-30 20:24:41
