id,symbol,date,open_price,high_price,low_price,close_price,volume,created_at
1148,BPL,2026-01-31,30.51,32.25,30.51,31.5,17556,2026-01-30 20:24:43
1149,BRRG,2026-01-31,40.42,42.4,40.42,40.54,2221,2026-01-30 20:24:46
1150,BTL,2026-01-31,557.66,557.66,557.66,557.66,2312,2026-01-30 20:24:48
1151,BUXL,2026-01-31,165.0,169.0,161.11,166.95,8308,2026-01-30 20:24:51
1152,BWCL,2026-01-31,516.0,521.48,515.0,516.9,53331,2026-01-30 20:24:54
1153,BWHL,2026-01-31,210.25,214.0,208.0,212.56,29929,2026-01-30 20:24:56
1154,CASH,2026-01-31,58.0,62.99,57.0,57.97,916,2026-01-30 20:24:59
1155,CCM,2026-01-31,45.5,47.49,44.5,46.0,17454,2026-01-30 20:25:02
1156,CENI,2026-01-31,57.0,59.99,57.0,59.49,1026,2026-01-30 20:25:04
1157,CEPB,2026-01-31,40.68,42.75,40.4,40.76,1263632,2026-01-30 20:25:07
1158,CFL,2026-01-31,54.58,60.04,54.58,54.58,162,2026-01-30 20:25:10
1159,CHAS,2026-01-31,72.5,72.59,68.0,68.88,182334,2026-01-30 20:25:13
1160,CHBL,2026-01-31,11.91,12.9,11.81,12.62,1916004,2026-01-30 20:25:15
1161,CHCC,2026-01-31,321.0,330.0,320.0,327.74,204134,2026-01-30 20:25:18
1162,CJPL,2026-01-31,14.69,15.75,14.25,14.79,10371,2026-01-30 20:25:21
1163,CLCPS,2026-01-31,3.82,4.88,3.82,4.71,4658384,2026-01-30 20:25:24
1164,CLOV,2026-01-31,72.9,74.9,68.91,70.68,1291116,2026-01-30 20:25:27
1165,CLVL,2026-01-31,16.38,16.89,14.7,14.98,32263,2026-01-30 20:25:30
1166,CNERGY,2026-01-31,7.65,7.78,7.58,7.6,11499983,2026-01-30 20:25:32
1167,COLG,2026-01-31,1256.93,1269.0,1250.0,1264.45,4082,2026-01-30 20:25:36
1168,CPHL,2026-01-31,85.26,87.86,84.8,85.87,1483143,2026-01-30 20:25:38
1169,CPPL,2026-01-31,95.22,96.0,93.01,93.99,34387,2026-01-30 20:25:41
1170,CRTM,2026-01-31,24.2,25.25,23.5,23.86,80723,2026-01-30 20:25:44
1171,CSAP,2026-01-31,135.5,138.35,134.01,135.13,625965,2026-01-30 20:25:47
1172,CSIL,2026-01-31,5.85,5.97,5.6,5.69,2512610,2026-01-30 20:25:49
1173,CSILR3,2026-01-31,2.15,2.15,1.82,1.86,2261828,2026-01-30 20:25:52
1174,CTM,2026-01-31,7.5,7.9,7.36,7.45,278784,2026-01-30 20:25:55
1175,CYAN,2026-01-31,45.52,46.44,44.8,45.0,27954,2026-01-30 20:25:58
1176,DAAG,2026-01-31,84.5,85.48,84.5,85.48,12,2026-01-30 20:26:00
1177,DADX,2026-01-31,57.03,58.6,57.03,57.1,4,2026-01-30 20:26:03
1178,DBCI,2026-01-31,7.27,7.45,7.0,7.13,29794,2026-01-30 20:26:05
1179,DCL,2026-01-31,12.44,12.89,12.04,12.12,2525022,2026-01-30 20:26:12
1180,DCR,2026-01-31,37.7,39.29,37.65,38.06,481856,2026-01-30 20:26:15
1181,DEL,2026-01-31,22.0,22.7,21.0,21.01,18359,2026-01-30 20:26:20
1182,DFML,2026-01-31,24.59,24.69,23.8,23.94,1310189,2026-01-30 20:26:23
1183,DFSM,2026-01-31,6.2,6.25,5.85,6.02,1000948,2026-01-30 20:26:26
1184,DGKC,2026-01-31,222.97,227.18,221.01,224.07,2473168,2026-01-30 20:26:29
1185,DHPL,2026-01-31,32.85,32.85,32.0,32.15,82513,2026-01-30 20:26:32
1186,DIIL,2026-01-31,75.15,75.15,73.5,73.5,138,2026-01-30 20:26:35
1187,DINT,2026-01-31,56.04,66.0,56.04,64.0,16,2026-01-30 20:26:37
1188,DKTM,2026-01-31,1.01,1.01,0.81,0.81,2000,2026-01-30 20:26:40
1189,DLL,2026-01-31,653.99,653.99,640.0,640.92,4477,2026-01-30 20:26:42
1190,DMC,2026-01-31,201.5,225.0,201.5,210.0,401,2026-01-30 20:26:45
1191,DMTM,2026-01-31,8.32,9.24,8.32,9.14,4459,2026-01-30 20:26:48
1192,DNCC,2026-01-31,19.85,20.7,19.12,19.68,134928,2026-01-30 20:26:51
1193,DOL,2026-01-31,32.11,32.2,31.8,32.01,125468,2026-01-30 20:26:53
1194,DSFL,2026-01-31,0.97,0.99,0.73,0.88,4434000,2026-01-30 20:26:56
1195,DSIL,2026-01-31,10.5,10.69,10.19,10.53,439676,2026-01-30 20:26:58
1196,DSL,2026-01-31,7.98,8.09,7.71,7.74,1203745,2026-01-30 20:27:01
1197,DWAE,2026-01-31,28.28,28.28,26.0,26.29,9593,2026-01-30 20:27:04
1198,DWSM,2026-01-31,7.02,7.6,7.02,7.24,114558,2026-01-30 20:27:07
1199,DWTM,2026-01-31,6.7,7.71,6.7,7.68,8552,2026-01-30 20:27:09
1200,DYNO,2026-01-31,287.0,292.0,282.1,292.0,2533,2026-01-30 20:27:12
1201,ECOP,2026-01-31,54.75,55.8,54.0,54.9,253543,2026-01-30 20:27:14
1202,EFERT,2026-01-31,239.5,244.9,239.5,244.31,1897613,2026-01-30 20:27:17
1203,EFUG,2026-01-31,128.5,132.97,124.05,124.06,18708,2026-01-30 20:27:19
1204,EFUL,2026-01-31,179.0,180.5,176.51,177.0,13117,2026-01-30 20:27:21
1205,ELCM,2026-01-31,213.9,213.9,209.9,211.07,3,2026-01-30 20:27:24
1206,ELSM,2026-01-31,108.6,116.71,108.6,116.71,100,2026-01-30 20:27:27
1207,EMCO,2026-01-31,60.0,60.25,57.0,57.45,180333,2026-01-30 20:27:30
1208,ENGROH,2026-01-31,257.89,268.0,255.8,261.86,3917968,2026-01-30 20:27:35
1209,EPCL,2026-01-31,31.47,31.9,31.31,31.5,1120346,2026-01-30 20:27:38
1210,EPCLPS,2026-01-31,11.99,12.49,10.75,11.95,2928,2026-01-30 20:27:40
1211,EPQL,2026-01-31,31.29,32.0,31.25,31.28,307565,2026-01-30 20:27:42
1212,ESBL,2026-01-31,27.0,29.45,26.8,28.83,633967,2026-01-30 20:27:45
1213,EWIC,2026-01-31,46.5,46.5,42.27,42.27,10,2026-01-30 20:27:47
1214,EXIDE,2026-01-31,570.0,589.36,560.0,568.32,21551,2026-01-30 20:27:49
1215,FABL,2026-01-31,97.2,98.0,96.1,96.7,1189446,2026-01-30 20:27:51
1216,FANM,2026-01-31,8.42,8.49,7.85,7.98,51479,2026-01-30 20:27:56
1217,FASM,2026-01-31,345.0,349.8,310.0,335.0,1503,2026-01-30 20:27:59
1218,FATIMA,2026-01-31,170.01,179.9,170.0,171.03,1251169,2026-01-30 20:28:02
1219,FCCL,2026-01-31,56.5,59.0,56.03,57.05,10522108,2026-01-30 20:28:05
1220,FCEL,2026-01-31,7.1,8.35,7.1,7.93,1281013,2026-01-30 20:28:08
1221,FCEPL,2026-01-31,86.38,86.59,85.14,85.74,1669928,2026-01-30 20:28:10
1222,FCIBL,2026-01-31,34.5,34.5,30.66,34.5,72,2026-01-30 20:28:12
1223,FCL,2026-01-31,25.8,26.26,25.25,25.57,4059874,2026-01-30 20:28:15
1224,FCSC,2026-01-31,6.45,6.51,6.1,6.14,1842808,2026-01-30 20:28:20
1225,FDPL,2026-01-31,5.73,5.99,5.71,5.73,298115,2026-01-30 20:28:23
1226,FECM,2026-01-31,20.7,21.51,20.52,21.51,1416,2026-01-30 20:28:26
1227,FECTC,2026-01-31,150.86,157.5,148.11,149.91,464227,2026-01-30 20:28:29
1228,FEM,2026-01-31,10.25,10.25,10.0,10.03,5760,2026-01-30 20:28:31
1229,FEROZ,2026-01-31,434.0,439.0,402.0,432.19,27797,2026-01-30 20:28:34
1230,FFC,2026-01-31,598.0,600.0,576.0,588.57,8150395,2026-01-30 20:28:37
1231,FFL,2026-01-31,21.1,21.68,20.85,20.92,11159274,2026-01-30 20:28:40
1232,FFLM,2026-01-31,9.0,9.55,8.55,8.86,97485,2026-01-30 20:28:43
1233,FHAM,2026-01-31,33.97,34.4,33.92,34.0,403060,2026-01-30 20:28:45
1234,FIBLM,2026-01-31,16.64,20.02,16.38,16.38,1888197,2026-01-30 20:28:48
1235,FIL,2026-01-31,182.0,182.0,182.0,182.0,8,2026-01-30 20:28:50
1236,FIMM,2026-01-31,241.0,241.0,238.01,238.01,70,2026-01-30 20:28:55
1237,FLYNG,2026-01-31,53.0,54.96,50.83,53.15,51421,2026-01-30 20:28:57
1238,FML,2026-01-31,58.35,61.0,57.06,60.13,35794,2026-01-30 20:29:00
1239,FNBM,2026-01-31,0.61,0.7,0.6,0.64,384000,2026-01-30 20:29:02
1240,FNEL,2026-01-31,18.0,18.39,17.44,17.78,16707071,2026-01-30 20:29:05
1241,FPJM,2026-01-31,7.77,8.69,7.77,8.09,30534,2026-01-30 20:29:07
1242,FPRM,2026-01-31,12.42,13.5,12.42,13.48,1507,2026-01-30 20:29:09
1243,FRCL,2026-01-31,74.48,75.5,74.48,75.5,22,2026-01-30 20:29:12
1244,FRSM,2026-01-31,52.99,55.45,51.5,52.07,10226,2026-01-30 20:29:15
1245,FSWL,2026-01-31,111.0,111.0,95.0,110.0,22,2026-01-30 20:29:17
1246,FTMM,2026-01-31,18.07,18.48,18.07,18.11,711,2026-01-30 20:29:22
1247,FTSM,2026-01-31,36.18,44.21,36.17,44.21,125495,2026-01-30 20:29:25
1248,FZCM,2026-01-31,227.0,239.89,227.0,233.58,41,2026-01-30 20:29:27
1249,GADT,2026-01-31,311.48,322.0,307.11,313.01,10480,2026-01-30 20:29:29
1250,GAL,2026-01-31,512.0,530.04,510.54,519.01,546715,2026-01-30 20:29:32
1251,GAMON,2026-01-31,21.0,21.32,20.01,21.3,12621,2026-01-30 20:29:34
1252,GATI,2026-01-31,109.98,110.0,102.02,108.86,148626,2026-01-30 20:29:37
1253,GATM,2026-01-31,28.92,31.5,28.71,30.06,2839653,2026-01-30 20:29:39
1254,GCIL,2026-01-31,33.28,34.49,33.03,33.77,2939698,2026-01-30 20:29:42
1255,GCWL,2026-01-31,21.86,22.2,20.5,20.72,5411652,2026-01-30 20:29:46
1256,GEMBCEM,2026-01-31,10.7,10.7,10.7,10.7,9100,2026-01-30 20:29:48
1257,GEMMEL,2026-01-31,27.25,27.25,27.01,27.01,4481,2026-01-30 20:29:50
1258,GEMNETS,2026-01-31,33.5,33.5,33.5,33.5,15,2026-01-30 20:29:53
1259,GEMPACRA,2026-01-31,40.0,40.7,37.0,39.82,61640,2026-01-30 20:29:55
1260,GEMPAPL,2026-01-31,12.0,12.0,12.0,12.0,500,2026-01-30 20:29:58
1261,GEMSPNL,2026-01-31,59.53,59.99,59.48,59.98,36263,2026-01-30 20:30:00
1262,GFIL,2026-01-31,22.18,22.75,21.0,22.21,74875,2026-01-30 20:30:03
1263,GGGL,2026-01-31,10.7,10.72,10.5,10.52,717848,2026-01-30 20:30:06
1264,GGL,2026-01-31,23.99,24.01,23.0,23.26,2271870,2026-01-30 20:30:08
1265,GHGL,2026-01-31,36.79,37.0,36.15,36.47,1266461,2026-01-30 20:30:11
1266,GHNI,2026-01-31,887.0,915.6,885.05,906.1,451543,2026-01-30 20:30:14
1267,GIL,2026-01-31,1000.0,1000.0,1000.0,1000.0,0,2026-01-30 20:30:16
1268,GLAXO,2026-01-31,419.0,428.4,416.0,419.79,246751,2026-01-30 20:30:19
1269,HBL,2026-01-31,341.47,347.5,337.6,343.9,1191441,2026-01-30 20:30:21
1270,UBL,2026-01-31,480.0,497.0,480.0,486.92,976792,2026-01-30 20:30:24
1271,GLPL,2026-01-31,599.24,599.24,581.0,599.24,108362,2026-01-30 20:30:24
1272,GOC,2026-01-31,100.0,107.06,100.0,100.75,1144,2026-01-30 20:30:27
1273,MCB,2026-01-31,415.0,416.5,404.0,407.28,392442,2026-01-30 20:30:27
1274,GRR,2026-01-31,19.62,19.89,19.6,19.64,72776,2026-01-30 20:30:29
1275,NBP,2026-01-31,269.89,272.0,267.14,268.43,6338253,2026-01-30 20:30:30
1276,GRYL,2026-01-31,23.89,23.89,21.16,22.5,11519,2026-01-30 20:30:32
1278,GSPM,2026-01-31,4.55,4.55,4.55,4.55,205,2026-01-30 20:30:34
1279,MEBL,2026-01-31,479.0,490.5,478.06,488.67,1532149,2026-01-30 20:30:35
1280,GTYR,2026-01-31,40.47,40.47,39.0,39.77,285910,2026-01-30 20:30:37
1282,GUSM,2026-01-31,7.75,7.99,7.75,7.99,1151,2026-01-30 20:30:39
1285,GVGL,2026-01-31,59.85,64.0,59.85,62.8,8299,2026-01-30 20:30:43
1286,GWLC,2026-01-31,60.3,61.79,60.0,60.39,257412,2026-01-30 20:30:45
1288,HABSM,2026-01-31,69.61,72.88,69.33,70.02,84702,2026-01-30 20:30:48
1289,OGDC,2026-01-31,325.0,329.5,318.6,323.93,6707829,2026-01-30 20:30:48
1290,HADC,2026-01-31,16.2,16.98,16.0,16.51,499500,2026-01-30 20:30:50
1291,PPL,2026-01-31,273.52,284.6,273.02,277.33,9288919,2026-01-30 20:30:51
1292,HAEL,2026-01-31,21.5,22.0,21.5,21.5,2350,2026-01-30 20:30:53
1293,POL,2026-01-31,650.0,661.0,640.0,644.61,981958,2026-01-30 20:30:54
1294,HAFL,2026-01-31,475.0,555.0,475.0,555.0,51,2026-01-30 20:30:55
1295,MARI,2026-01-31,693.01,725.0,693.01,710.07,2057441,2026-01-30 20:30:56
1296,PSO,2026-01-31,474.8,480.0,467.7,471.15,3027960,2026-01-30 20:30:59
1297,HALEON,2026-01-31,945.0,945.0,930.0,940.06,15379,2026-01-30 20:31:00
1299,HASCOL,2026-01-31,24.7,26.99,24.51,26.49,66471778,2026-01-30 20:31:03
1300,SNGP,2026-01-31,114.11,116.3,113.5,115.75,1823510,2026-01-30 20:31:05
1301,SSGC,2026-01-31,34.43,35.4,33.9,34.04,7095724,2026-01-30 20:31:08
1303,HBLTETF,2026-01-31,109.6,109.61,109.51,109.51,3900,2026-01-30 20:31:11
1305,HCAR,2026-01-31,238.9,239.95,231.0,231.99,263189,2026-01-30 20:31:14
1306,BYCO,2026-01-31,6.23,6.35,6.06,6.17,13936500,2026-01-30 20:31:14
1307,HGFA,2026-01-31,17.16,18.0,17.16,18.0,118700,2026-01-30 20:31:16
1308,ENGRO,2026-01-31,482.0,496.0,474.01,485.38,4496408,2026-01-30 20:31:18
1309,HICL,2026-01-31,13.5,13.5,12.55,13.0,33063,2026-01-30 20:31:18
1311,HIFA,2026-01-31,6.35,6.5,6.32,6.4,291065,2026-01-30 20:31:21
1312,FFBL,2026-01-31,80.51,90.44,80.51,88.94,7643349,2026-01-30 20:31:23
1313,HINO,2026-01-31,438.56,438.56,418.0,432.77,3238,2026-01-30 20:31:23
1314,HINOON,2026-01-31,1024.9,1034.9,985.0,1010.47,9327,2026-01-30 20:31:26
1316,HIRAT,2026-01-31,4.5,4.5,4.21,4.42,61874,2026-01-30 20:31:29
1318,LUCK,2026-01-31,467.9,488.98,465.0,482.13,2341535,2026-01-30 20:31:32
1319,HMB,2026-01-31,119.5,119.89,118.0,119.05,244765,2026-01-30 20:31:33
1321,HMIM,2026-01-31,8.0,8.94,8.0,8.75,3000,2026-01-30 20:31:35
1322,MLCF,2026-01-31,114.0,119.0,113.62,115.19,4509070,2026-01-30 20:31:36
1323,HPL,2026-01-31,4449.0,4482.0,4355.1,4435.34,674,2026-01-30 20:31:37
1325,HRPL,2026-01-31,23.25,24.0,23.25,23.95,24504,2026-01-30 20:31:39
1326,PIOC,2026-01-31,337.0,344.99,333.25,337.15,139536,2026-01-30 20:31:41
1327,HSPI,2026-01-31,7.99,8.99,7.99,8.99,99532,2026-01-30 20:31:42
1329,HTL,2026-01-31,58.11,60.25,58.11,59.08,317048,2026-01-30 20:31:44
1330,KOHC,2026-01-31,107.5,110.0,105.0,107.79,1056064,2026-01-30 20:31:46
1331,HUBC,2026-01-31,230.05,234.2,228.01,230.46,5751466,2026-01-30 20:31:47
1333,HUMNL,2026-01-31,12.43,12.58,12.26,12.36,4096067,2026-01-30 20:31:50
1335,HUSI,2026-01-31,29.06,32.75,29.06,30.34,2,2026-01-30 20:31:52
1337,HWQS,2026-01-31,21.0,23.09,21.0,21.5,39076,2026-01-30 20:31:54
1339,IBFL,2026-01-31,259.6,260.5,252.0,260.5,69,2026-01-30 20:31:57
1340,KAPCO,2026-01-31,34.99,35.75,34.5,34.95,2543814,2026-01-30 20:31:57
1341,IBLHL,2026-01-31,58.0,58.97,57.5,57.8,138986,2026-01-30 20:31:59
1342,PKGP,2026-01-31,57.57,59.18,57.0,57.6,12590,2026-01-30 20:31:59
1343,ICCI,2026-01-31,12.6,12.95,11.6,12.5,121106,2026-01-30 20:32:02
1344,NCPL,2026-01-31,77.56,84.1,76.98,83.06,22678063,2026-01-30 20:32:02
1346,ICIBL,2026-01-31,5.0,5.21,4.98,5.0,532929,2026-01-30 20:32:05
1347,KEL,2026-01-31,7.2,7.37,7.07,7.1,81415489,2026-01-30 20:32:10
1348,ICL,2026-01-31,160.22,163.9,160.0,162.41,73583,2026-01-30 20:32:11
1349,HMM,2026-01-31,5.79,5.8,5.79,5.8,9500,2026-01-30 20:32:12
1350,IDRT,2026-01-31,29.0,29.0,26.63,27.75,4659,2026-01-30 20:32:13
1351,KML,2026-01-31,12.39,12.69,12.17,12.48,119643,2026-01-30 20:32:15
1352,IDSM,2026-01-31,38.26,41.9,34.29,34.29,213763,2026-01-30 20:32:16
1353,SEARL,2026-01-31,118.8,122.7,118.1,120.17,3661571,2026-01-30 20:32:18
1354,IDYM,2026-01-31,164.95,164.95,157.0,158.52,31099,2026-01-30 20:32:18
1355,IGIHL,2026-01-31,254.98,254.98,245.01,249.72,22359,2026-01-30 20:32:20
1357,IGIL,2026-01-31,24.9,25.3,24.9,24.99,213,2026-01-30 20:32:23
1359,ILP,2026-01-31,79.0,86.0,78.25,83.32,2907728,2026-01-30 20:32:25
1361,IMAGE,2026-01-31,25.0,26.25,24.0,24.38,3119391,2026-01-30 20:32:28
1363,IML,2026-01-31,26.0,27.48,24.0,25.28,3401,2026-01-30 20:32:30
1365,IMS,2026-01-31,21.52,22.6,21.35,22.01,873009,2026-01-30 20:32:32
1366,GSKCH,2026-01-31,126.0,126.0,120.0,120.0,8500,2026-01-30 20:32:34
1367,INDU,2026-01-31,2094.0,2200.0,2070.0,2168.46,22373,2026-01-30 20:32:34
1368,INIL,2026-01-31,177.0,183.25,177.0,178.01,58995,2026-01-30 20:32:37
1369,INKL,2026-01-31,91.97,91.97,91.94,91.94,500,2026-01-30 20:32:41
1370,IPAK,2026-01-31,29.25,29.25,28.61,29.0,483414,2026-01-30 20:32:45
1371,IREIT,2026-01-31,9.19,9.33,9.13,9.15,304707,2026-01-30 20:32:48
1372,ISIL,2026-01-31,2000.0,2000.0,1960.01,1969.23,14,2026-01-30 20:32:50
1373,ISL,2026-01-31,105.0,108.99,103.0,106.46,688659,2026-01-30 20:32:53
1374,ITTEFAQ,2026-01-31,9.58,10.19,9.5,9.58,2273536,2026-01-30 20:32:58
1375,JATM,2026-01-31,21.7,21.7,21.02,21.02,510,2026-01-30 20:33:00
1376,JDMT,2026-01-31,151.0,160.0,151.0,159.97,507,2026-01-30 20:33:03
1377,JDWS,2026-01-31,901.01,920.01,877.1,904.8,793,2026-01-30 20:33:05
1378,JGICL,2026-01-31,85.83,86.25,84.0,85.01,73407,2026-01-30 20:33:07
1379,JKSM,2026-01-31,163.99,164.99,160.11,163.99,17,2026-01-30 20:33:09
1380,JLICL,2026-01-31,244.0,244.0,228.1,229.4,32568,2026-01-30 20:33:12
1381,JSBL,2026-01-31,17.79,17.8,17.0,17.27,163708,2026-01-30 20:33:14
1382,JSCL,2026-01-31,27.5,27.5,26.7,27.0,34339,2026-01-30 20:33:18
1383,JSCLPSA,2026-01-31,10.16,10.16,10.16,10.16,10000,2026-01-30 20:33:20
1385,JSGBETF,2026-01-31,48.98,49.83,48.44,48.84,32000,2026-01-30 20:33:22
1387,JSGCL,2026-01-31,182.0,182.0,170.0,179.0,225,2026-01-30 20:33:24
1389,JSIL,2026-01-31,39.0,44.99,39.0,42.0,137,2026-01-30 20:33:27
1391,JSMFETF,2026-01-31,12.94,12.94,12.59,12.71,396000,2026-01-30 20:33:29
1392,JSML,2026-01-31,78.75,78.75,72.0,73.84,21634,2026-01-30 20:33:31
1394,JUBS,2026-01-31,21.5,23.87,21.5,23.5,14632,2026-01-30 20:33:34
1396,JVDC,2026-01-31,148.5,162.49,148.5,160.16,6445789,2026-01-30 20:33:36
1398,JVDCPS,2026-01-31,47.19,47.19,47.19,47.19,2,2026-01-30 20:33:39
1402,KCL,2026-01-31,159.0,168.06,158.0,168.06,26,2026-01-30 20:33:46
1406,KHTC,2026-01-31,384.0,384.0,365.01,373.7,2384,2026-01-30 20:33:51
1408,KHYT,2026-01-31,1708.0,1718.0,1580.01,1685.0,32,2026-01-30 20:33:53
1414,KOHE,2026-01-31,17.35,17.35,17.02,17.12,100202,2026-01-30 20:34:00
1416,KOHP,2026-01-31,42.55,43.4,40.14,40.14,4667016,2026-01-30 20:34:03
1418,KOHTM,2026-01-31,57.99,57.99,56.0,56.0,8527,2026-01-30 20:34:05
1420,KOIL,2026-01-31,57.51,69.37,56.75,69.37,1828992,2026-01-30 20:34:08
1422,KOSM,2026-01-31,6.21,6.36,6.03,6.06,6523093,2026-01-30 20:34:10
1424,KPUS,2026-01-31,169.98,170.0,155.09,155.09,111,2026-01-30 20:34:12
1426,KSBP,2026-01-31,191.0,191.99,186.0,187.84,44322,2026-01-30 20:34:15
1427,KSTM,2026-01-31,11.11,11.8,11.11,11.11,508,2026-01-30 20:34:17
1430,KTML,2026-01-31,60.0,66.4,60.0,64.95,695860,2026-01-30 20:34:20
1432,LCI,2026-01-31,279.95,280.99,276.0,277.41,170780,2026-01-30 20:34:23
1433,LEUL,2026-01-31,45.0,46.49,42.1,43.5,4060,2026-01-30 20:34:25
1435,LIVEN,2026-01-31,46.49,46.49,44.71,45.1,72129,2026-01-30 20:34:28
1437,LOADS,2026-01-31,17.0,17.5,16.82,17.14,5019714,2026-01-30 20:34:30
1439,LOTCHEM,2026-01-31,31.1,32.04,30.4,30.51,17949921,2026-01-30 20:34:33
1441,LPGL,2026-01-31,92.52,94.89,86.5,90.44,4967,2026-01-30 20:34:35
1443,LPL,2026-01-31,23.65,24.07,23.61,23.8,120523,2026-01-30 20:34:37
1445,LSECL,2026-01-31,6.06,6.2,5.21,5.77,3903082,2026-01-30 20:34:41
1447,LSEFSL,2026-01-31,21.01,21.47,21.01,21.36,29,2026-01-30 20:34:43
1448,LSEVL,2026-01-31,11.0,11.7,9.77,10.3,22119686,2026-01-30 20:34:45
1450,LSEVLR,2026-01-31,2.02,2.02,1.53,1.82,4361652,2026-01-30 20:34:48
1454,MACFL,2026-01-31,35.97,35.97,31.47,32.44,825638,2026-01-30 20:34:54
1456,MACTER,2026-01-31,342.0,347.48,335.5,339.26,56292,2026-01-30 20:34:57
1462,MCBIM,2026-01-31,239.95,239.95,234.0,235.89,175,2026-01-30 20:35:05
1465,MDTL,2026-01-31,6.9,7.1,6.62,6.83,2069273,2026-01-30 20:35:09
1468,MEHT,2026-01-31,304.99,304.99,290.52,299.99,131,2026-01-30 20:35:13
1470,MERIT,2026-01-31,12.7,12.7,12.4,12.48,152496,2026-01-30 20:35:16
1473,MFFL,2026-01-31,194.03,197.9,194.0,196.03,1506,2026-01-30 20:35:19
1474,MFL,2026-01-31,62.99,64.45,61.5,62.0,133145,2026-01-30 20:35:22
1476,MFTM,2026-01-31,3.51,3.51,3.4,3.49,22000,2026-01-30 20:35:24
1478,MIIETF,2026-01-31,18.93,18.93,18.14,18.45,1217500,2026-01-30 20:35:26
1480,MIRKS,2026-01-31,35.2,36.4,35.2,35.82,104213,2026-01-30 20:35:29
1485,MQTM,2026-01-31,27.25,29.0,26.65,27.74,27271,2026-01-30 20:35:37
1486,MRNS,2026-01-31,71.48,72.98,70.2,71.66,54583,2026-01-30 20:35:40
1487,MSCL,2026-01-31,15.79,16.95,15.41,16.95,820596,2026-01-30 20:35:43
1488,MSOT,2026-01-31,60.99,60.99,56.55,58.32,22252,2026-01-30 20:35:45
1489,MSOTPS,2026-01-31,11.26,11.26,11.26,11.26,0,2026-01-30 20:35:48
1490,MTL,2026-01-31,553.0,558.9,545.29,552.66,169200,2026-01-30 20:35:51
1491,MUBT,2026-01-31,3.85,3.85,3.85,3.85,35000,2026-01-30 20:35:53
1492,MUGHAL,2026-01-31,96.1,97.5,93.02,95.08,1863968,2026-01-30 20:35:56
1493,MUGHALC,2026-01-31,60.0,60.06,60.0,60.0,3009,2026-01-30 20:35:58
1494,MUREB,2026-01-31,1025.0,1049.99,1020.0,1039.9,1019,2026-01-30 20:36:01
1495,MWMP,2026-01-31,56.88,58.89,54.0,54.75,70505,2026-01-30 20:36:03
1496,MZNPETF,2026-01-31,22.69,22.69,21.82,22.22,913000,2026-01-30 20:36:06
1497,NAGC,2026-01-31,70.0,71.68,70.0,71.68,1001,2026-01-30 20:36:12
1498,NATF,2026-01-31,408.0,412.0,405.0,406.69,78599,2026-01-30 20:36:14
1499,NATM,2026-01-31,80.0,80.0,80.0,80.0,500,2026-01-30 20:36:17
1501,NBPGETF,2026-01-31,33.39,34.99,33.04,33.67,38500,2026-01-30 20:36:23
1502,NCL,2026-01-31,47.9,52.33,47.6,51.98,2171683,2026-01-30 20:36:26
1503,NCML,2026-01-31,19.2,19.26,19.2,19.26,26153,2026-01-30 20:36:28
1505,NESTLE,2026-01-31,7970.0,7970.0,7864.03,7883.79,118,2026-01-30 20:36:32
1506,NETSOL,2026-01-31,124.0,125.5,122.0,123.21,655748,2026-01-30 20:36:35
1507,NEXT,2026-01-31,13.69,13.69,12.81,13.25,26,2026-01-30 20:36:37
1508,NICL,2026-01-31,227.99,227.99,221.01,226.5,9565,2026-01-30 20:36:39
1510,NITGETF,2026-01-31,40.54,41.99,39.33,39.7,66500,2026-01-30 20:36:43
1513,NML,2026-01-31,189.0,204.5,185.8,200.19,6950495,2026-01-30 20:36:49
1515,NONS,2026-01-31,99.0,106.0,95.31,96.6,20277,2026-01-30 20:36:51
1518,NPL,2026-01-31,92.0,100.18,90.68,98.91,21047082,2026-01-30 20:36:55
1520,NRL,2026-01-31,435.0,441.49,427.11,434.04,1254060,2026-01-30 20:36:58
1522,NRSL,2026-01-31,30.3,30.5,29.91,30.18,17387,2026-01-30 20:37:01
1524,NSRM,2026-01-31,145.55,146.99,127.5,140.66,45,2026-01-30 20:37:03
1526,OBOY,2026-01-31,14.14,14.47,14.0,14.05,811284,2026-01-30 20:37:06
1528,OCTOPUS,2026-01-31,39.97,40.0,38.97,39.04,405734,2026-01-30 20:37:09
1532,OLPL,2026-01-31,49.0,49.0,47.0,47.0,35005,2026-01-30 20:37:14
1534,OLPM,2026-01-31,23.23,23.24,22.35,22.35,3203,2026-01-30 20:37:16
1535,OML,2026-01-31,35.9,35.9,35.9,35.9,5,2026-01-30 20:37:18
1537,ORM,2026-01-31,12.02,12.26,12.02,12.1,25424,2026-01-30 20:37:20
1539,OTSU,2026-01-31,359.0,364.95,359.0,362.81,6254,2026-01-30 20:37:22
1541,PABC,2026-01-31,124.0,124.0,120.26,121.7,25931,2026-01-30 20:37:26
1544,PACE,2026-01-31,16.8,17.48,16.35,16.5,15848643,2026-01-30 20:37:30
1546,PAEL,2026-01-31,56.7,57.39,55.9,56.19,5451896,2026-01-30 20:37:33
1548,PAKD,2026-01-31,151.0,151.99,143.0,145.61,7605,2026-01-30 20:37:35
1549,PAKL,2026-01-31,44.6,49.95,44.6,49.82,1724,2026-01-30 20:37:37
