Symbol,Company,Sector,Date,Close_Price,Change_%,Volume,Volume_Avg,Volume_Ratio,Day_High,Day_Low,RSI_14,RSI_Signal,SMA_20,SMA_50,MACD,MACD_Signal,Total_Score,Score_Grade,Technical_Score,Fundamental_Score,Sentiment_Score,Momentum_Score,Risk_Level,Recommendation,Target_Support,Target_Resistance
AGIC,AGIC,,2026-02-02,0,0,2149,0,2149.0,0,0,50,Neutral,0,0,0,Bearish,44,D,10,22,4,10,Low,REDUCE,37.32,39.5
LSEVL,LSEVL,,2026-02-02,0,0,3647573,0,3647573.0,0,0,50,Neutral,0,0,0,Bearish,44,D,10,22,4,10,Low,REDUCE,6.9,11.7
AICL,AICL,,2026-02-02,0,0,16109,0,16109.0,0,0,50,Neutral,0,0,0,Bearish,43,D,10,22,3,10,Low,REDUCE,105.0,122.0
ASIC,ASIC,,2026-02-02,0,0,100,0,100.0,0,0,50,Neutral,0,0,0,Bearish,43,D,10,22,3,10,Low,REDUCE,17.0,20.0
ATIL,ATIL,,2026-02-02,0,0,2339,0,2339.0,0,0,50,Neutral,0,0,0,Bearish,43,D,10,22,3,10,Low,REDUCE,78.11,82.5
BECO,BECO,,2026-02-02,0,0,1831853,0,1831853.0,0,0,50,Neutral,0,0,0,Bearish,43,D,10,22,3,10,Low,REDUCE,5.7,6.19
BNL,BNL,,2026-02-02,0,0,827155,0,827155.0,0,0,50,Neutral,0,0,0,Bearish,43,D,10,22,3,10,Low,REDUCE,10.5,11.65
CENI,CENI,,2026-02-02,0,0,201,0,201.0,0,0,50,Neutral,0,0,0,Bearish,43,D,10,22,3,10,Low,REDUCE,55.0,61.38
CSAP,CSAP,,2026-02-02,0,0,205787,0,205787.0,0,0,50,Neutral,0,0,0,Bearish,43,D,10,22,3,10,Low,REDUCE,133.6,142.0
DEL,DEL,,2026-02-02,0,0,2002,0,2002.0,0,0,50,Neutral,0,0,0,Bearish,43,D,10,22,3,10,Low,REDUCE,21.0,24.5
EFUG,EFUG,,2026-02-02,0,0,1105,0,1105.0,0,0,50,Neutral,0,0,0,Bearish,43,D,10,22,3,10,Low,REDUCE,124.05,132.97
EWIC,EWIC,,2026-02-02,0,0,22,0,22.0,0,0,50,Neutral,0,0,0,Bearish,43,D,10,22,3,10,Low,REDUCE,42.27,46.5
GRR,GRR,,2026-02-02,0,0,60730,0,60730.0,0,0,50,Neutral,0,0,0,Bearish,43,D,10,22,3,10,Low,REDUCE,19.6,20.12
GRYL,GRYL,,2026-02-02,0,0,10116,0,10116.0,0,0,50,Neutral,0,0,0,Bearish,43,D,10,22,3,10,Low,REDUCE,20.25,24.5
HAFL,HAFL,,2026-02-02,0,0,51,0,51.0,0,0,50,Neutral,0,0,0,Bearish,43,D,10,22,3,10,Low,REDUCE,475.0,555.0
KOHE,KOHE,,2026-02-02,0,0,24228,0,24228.0,0,0,50,Neutral,0,0,0,Bearish,43,D,10,22,3,10,Low,REDUCE,16.51,17.39
MCBIM,MCBIM,,2026-02-02,0,0,213,0,213.0,0,0,50,Neutral,0,0,0,Bearish,43,D,10,22,3,10,Low,REDUCE,233.5,239.95
NONS,NONS,,2026-02-02,0,0,2822,0,2822.0,0,0,50,Neutral,0,0,0,Bearish,43,D,10,22,3,10,Low,REDUCE,92.0,112.8
PABC,PABC,,2026-02-02,0,0,41457,0,41457.0,0,0,50,Neutral,0,0,0,Bearish,43,D,10,22,3,10,Low,REDUCE,120.0,125.5
PHDL,PHDL,,2026-02-02,0,0,592568,0,592568.0,0,0,50,Neutral,0,0,0,Bearish,43,D,10,22,3,10,Low,REDUCE,48.29,51.5
PNSC,PNSC,,2026-02-02,0,0,4199,0,4199.0,0,0,50,Neutral,0,0,0,Bearish,43,D,10,22,3,10,Low,REDUCE,570.36,634.0
SEL,SEL,,2026-02-02,0,0,2855,0,2855.0,0,0,50,Neutral,0,0,0,Bearish,43,D,10,22,3,10,Low,REDUCE,28.01,32.24
TATM,TATM,,2026-02-02,0,0,24984,0,24984.0,0,0,50,Neutral,0,0,0,Bearish,43,D,10,22,3,10,Low,REDUCE,159.0,188.39
TICL,TICL,,2026-02-02,0,0,2,0,2.0,0,0,50,Neutral,0,0,0,Bearish,43,D,10,20,5,10,Low,REDUCE,661.0,730.0
TRIBL,TRIBL,,2026-02-02,0,0,3000,0,3000.0,0,0,50,Neutral,0,0,0,Bearish,43,D,10,22,3,10,Low,REDUCE,0.97,0.97
UPFL,UPFL,,2026-02-02,0,0,18,0,18.0,0,0,50,Neutral,0,0,0,Bearish,43,D,10,22,3,10,Low,REDUCE,27000.0,27999.0
BAFL,BAFL,,2026-02-02,0,0,979294,0,979294.0,0,0,50,Neutral,0,0,0,Bearish,41,D,10,18,5,10,Low,REDUCE,122.0,129.9
CASH,CASH,,2026-02-02,0,0,2,0,2.0,0,0,50,Neutral,0,0,0,Bearish,41,D,10,18,5,10,Low,REDUCE,57.0,64.97
FRSM,FRSM,,2026-02-02,0,0,30,0,30.0,0,0,50,Neutral,0,0,0,Bearish,41,D,10,20,3,10,Low,REDUCE,51.5,55.45
HMB,HMB,,2026-02-02,0,0,145336,0,145336.0,0,0,50,Neutral,0,0,0,Bearish,41,D,10,20,3,10,Low,REDUCE,116.0,119.89
HUSI,HUSI,,2026-02-02,0,0,2,0,2.0,0,0,50,Neutral,0,0,0,Bearish,41,D,10,20,3,10,Low,REDUCE,29.06,32.75
INDU,INDU,,2026-02-02,0,0,69409,0,69409.0,0,0,50,Neutral,0,0,0,Bearish,41,D,10,20,3,10,Low,REDUCE,2070.0,2200.0
JVDC,JVDC,,2026-02-02,0,0,957427,0,957427.0,0,0,50,Neutral,0,0,0,Bearish,41,D,10,18,5,10,Low,REDUCE,141.19,162.49
KOHTM,KOHTM,,2026-02-02,0,0,857,0,857.0,0,0,50,Neutral,0,0,0,Bearish,41,D,10,20,3,10,Low,REDUCE,56.0,58.48
OGDC,OGDC,,2026-02-02,0,0,5477472,0,5477472.0,0,0,50,Neutral,0,0,0,Bearish,41,D,10,18,5,10,Low,REDUCE,318.6,335.0
SHDT,SHDT,,2026-02-02,0,0,1196,0,1196.0,0,0,50,Neutral,0,0,0,Bearish,41,D,10,20,3,10,Low,REDUCE,50.0,53.79
SHFA,SHFA,,2026-02-02,0,0,891,0,891.0,0,0,50,Neutral,0,0,0,Bearish,41,D,10,18,5,10,Low,REDUCE,562.04,605.99
SURC,SURC,,2026-02-02,0,0,329,0,329.0,0,0,50,Neutral,0,0,0,Bearish,41,D,10,20,3,10,Low,REDUCE,117.0,121.99
SZTM,SZTM,,2026-02-02,0,0,6,0,6.0,0,0,50,Neutral,0,0,0,Bearish,41,D,10,20,3,10,Low,REDUCE,48.11,52.99
ZAL,ZAL,,2026-02-02,0,0,665119,0,665119.0,0,0,50,Neutral,0,0,0,Bearish,41,D,10,18,5,10,Low,REDUCE,62.9,70.48
AKBL,AKBL,,2026-02-02,0,0,643469,0,643469.0,0,0,50,Neutral,0,0,0,Bearish,40,D,10,18,4,10,Low,REDUCE,114.54,125.45
AVN,AVN,,2026-02-02,0,0,674175,0,674175.0,0,0,50,Neutral,0,0,0,Bearish,40,D,10,18,4,10,Low,REDUCE,40.54,42.9
COLG,COLG,,2026-02-02,0,0,9397,0,9397.0,0,0,50,Neutral,0,0,0,Bearish,40,D,10,18,4,10,Low,REDUCE,1191.23,1274.99
LSECL,LSECL,,2026-02-02,0,0,2764593,0,2764593.0,0,0,50,Neutral,0,0,0,Bearish,40,D,10,18,4,10,Low,REDUCE,5.21,6.25
LUCK,LUCK,,2026-02-02,0,0,1361788,0,1361788.0,0,0,50,Neutral,0,0,0,Bearish,40,D,10,18,4,10,Low,REDUCE,465.0,497.0
AATM,AATM,,2026-02-02,0,0,856,0,856.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,39.0,44.56
AHCL,AHCL,,2026-02-02,0,0,1470094,0,1470094.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,17.89,19.32
AHL,AHL,,2026-02-02,0,0,62318,0,62318.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,109.01,117.0
AMBL,AMBL,,2026-02-02,0,0,16602,0,16602.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,11.18,19.71
BRRG,BRRG,,2026-02-02,0,0,1302,0,1302.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,40.42,42.4
BWCL,BWCL,,2026-02-02,0,0,21587,0,21587.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,511.0,525.99
CHCC,CHCC,,2026-02-02,0,0,122092,0,122092.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,320.0,334.87
CSIL,CSIL,,2026-02-02,0,0,1618199,0,1618199.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,5.5,7.3
DCR,DCR,,2026-02-02,0,0,202394,0,202394.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,37.65,39.29
DMC,DMC,,2026-02-02,0,0,116,0,116.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,191.0,244.52
DSIL,DSIL,,2026-02-02,0,0,58894,0,58894.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,10.19,10.87
EFERT,EFERT,,2026-02-02,0,0,974912,0,974912.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,239.5,248.0
ENGROH,ENGROH,,2026-02-02,0,0,455183,0,455183.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,255.8,275.99
EPQL,EPQL,,2026-02-02,0,0,59579,0,59579.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,31.01,32.0
FATIMA,FATIMA,,2026-02-02,0,0,668509,0,668509.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,16,5,10,Low,SELL,160.1,179.9
FFC,FFC,,2026-02-02,0,0,3809888,0,3809888.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,572.0,600.0
FIL,FIL,,2026-02-02,0,0,8,0,8.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,156.1,186.0
GGGL,GGGL,,2026-02-02,0,0,215584,0,215584.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,16,5,10,Low,SELL,10.41,11.17
GGL,GGL,,2026-02-02,0,0,117875,0,117875.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,23.0,24.86
GVGL,GVGL,,2026-02-02,0,0,4840,0,4840.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,59.85,64.0
HICL,HICL,,2026-02-02,0,0,5439,0,5439.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,12.55,13.5
HIFA,HIFA,,2026-02-02,0,0,26008,0,26008.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,6.31,6.94
HUBC,HUBC,,2026-02-02,0,0,3653761,0,3653761.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,228.01,243.0
HUMNL,HUMNL,,2026-02-02,0,0,1065587,0,1065587.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,12.26,13.19
ICIBL,ICIBL,,2026-02-02,0,0,86382,0,86382.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,4.98,5.4
IMS,IMS,,2026-02-02,0,0,50520,0,50520.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,20.55,23.18
JSCL,JSCL,,2026-02-02,0,0,4613,0,4613.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,26.7,27.5
JSGCL,JSGCL,,2026-02-02,0,0,23,0,23.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,159.12,182.0
JUBS,JUBS,,2026-02-02,0,0,4710,0,4710.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,21.5,25.5
KOHC,KOHC,,2026-02-02,0,0,413178,0,413178.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,105.0,116.2
KOHP,KOHP,,2026-02-02,0,0,647479,0,647479.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,36.79,68.38
LSEFSL,LSEFSL,,2026-02-02,0,0,215,0,215.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,21.0,25.42
MARI,MARI,,2026-02-02,0,0,1077277,0,1077277.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,693.01,739.0
MEBL,MEBL,,2026-02-02,0,0,1081757,0,1081757.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,478.06,490.85
MERIT,MERIT,,2026-02-02,0,0,3357,0,3357.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,12.4,12.96
MLCF,MLCF,,2026-02-02,0,0,2618372,0,2618372.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,113.62,122.4
OLPL,OLPL,,2026-02-02,0,0,511,0,511.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,47.0,49.0
PAKL,PAKL,,2026-02-02,0,0,293,0,293.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,44.6,51.0
PAKRI,PAKRI,,2026-02-02,0,0,287164,0,287164.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,20.05,22.64
PAKT,PAKT,,2026-02-02,0,0,385,0,385.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,1615.0,1669.8
PGLC,PGLC,,2026-02-02,0,0,252,0,252.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,15.2,17.0
PKGI,PKGI,,2026-02-02,0,0,40906,0,40906.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,12.56,14.86
PKGP,PKGP,,2026-02-02,0,0,6011,0,6011.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,57.0,60.94
POL,POL,,2026-02-02,0,0,528115,0,528115.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,630.26,678.97
PPL,PPL,,2026-02-02,0,0,5553735,0,5553735.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,273.02,284.6
PSX,PSX,,2026-02-02,0,0,654722,0,654722.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,47.0,53.25
REDCO,REDCO,,2026-02-02,0,0,447,0,447.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,25.5,33.22
SARC,SARC,,2026-02-02,0,0,200,0,200.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,78.06,90.0
SAZEW,SAZEW,,2026-02-02,0,0,1338305,0,1338305.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,1964.04,2298.0
SCBPL,SCBPL,,2026-02-02,0,0,6299,0,6299.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,70.01,73.98
SEPL,SEPL,,2026-02-02,0,0,14398,0,14398.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,173.0,199.99
SFL,SFL,,2026-02-02,0,0,5,0,5.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,1100.0,1223.0
SHNI,SHNI,,2026-02-02,0,0,5,0,5.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,10.0,10.3
SIBL,SIBL,,2026-02-02,0,0,389,0,389.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,8.27,9.0
SLGL,SLGL,,2026-02-02,0,0,269120,0,269120.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,19.55,21.3
SYM,SYM,,2026-02-02,0,0,377720,0,377720.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,13.83,14.95
SYS,SYS,,2026-02-02,0,0,2549215,0,2549215.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,153.0,157.69
THCCL,THCCL,,2026-02-02,0,0,1094418,0,1094418.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,64.8,75.15
TRG,TRG,,2026-02-02,0,0,3058096,0,3058096.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,71.13,77.09
TSMF,TSMF,,2026-02-02,0,0,1000,0,1000.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,14.44,15.91
UNIC,UNIC,,2026-02-02,0,0,1249,0,1249.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,14.51,14.89
WAHN,WAHN,,2026-02-02,0,0,378,0,378.0,0,0,50,Neutral,0,0,0,Bearish,39,F,10,18,3,10,Low,SELL,305.89,349.99
AGP,AGP,,2026-02-02,0,0,13027,0,13027.0,0,0,50,Neutral,0,0,0,Bearish,38,F,10,16,4,10,Low,SELL,205.32,228.0
FCCL,FCCL,,2026-02-02,0,0,8823477,0,8823477.0,0,0,50,Neutral,0,0,0,Bearish,38,F,10,16,4,10,Low,SELL,56.03,59.6
ABL,ABL,,2026-02-02,0,0,46307,0,46307.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,197.0,208.44
AGTL,AGTL,,2026-02-02,0,0,1635,0,1635.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,405.0,429.0
APL,APL,,2026-02-02,0,0,34622,0,34622.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,598.02,633.0
BAFS,BAFS,,2026-02-02,0,0,40,0,40.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,14,5,10,Low,SELL,271.25,290.0
BBFL,BBFL,,2026-02-02,0,0,108807,0,108807.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,48.05,49.44
BFAGRO,BFAGRO,,2026-02-02,0,0,49642,0,49642.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,40.65,43.35
BIFO,BIFO,,2026-02-02,0,0,16518,0,16518.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,168.0,189.9
BIPL,BIPL,,2026-02-02,0,0,94568,0,94568.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,31.61,33.02
BOP,BOP,,2026-02-02,0,0,29346333,0,29346333.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,37.99,42.0
BWHL,BWHL,,2026-02-02,0,0,1081,0,1081.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,208.0,240.0
CHAS,CHAS,,2026-02-02,0,0,22210,0,22210.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,60.55,75.77
CPHL,CPHL,,2026-02-02,0,0,596872,0,596872.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,14,5,10,Low,SELL,84.07,91.3
DGKC,DGKC,,2026-02-02,0,0,1839311,0,1839311.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,221.01,237.16
DOL,DOL,,2026-02-02,0,0,44368,0,44368.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,31.8,32.99
FABL,FABL,,2026-02-02,0,0,214378,0,214378.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,96.1,99.79
FDPL,FDPL,,2026-02-02,0,0,437402,0,437402.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,5.03,6.25
GADT,GADT,,2026-02-02,0,0,6687,0,6687.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,307.11,353.0
GAL,GAL,,2026-02-02,0,0,50721,0,50721.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,510.54,540.69
GEMNETS,GEMNETS,,2026-02-02,0,0,15,0,15.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,31.51,33.99
GHGL,GHGL,,2026-02-02,0,0,26784,0,26784.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,36.01,37.6
GHNI,GHNI,,2026-02-02,0,0,285532,0,285532.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,885.05,932.0
GLAXO,GLAXO,,2026-02-02,0,0,73266,0,73266.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,415.0,435.0
GUSM,GUSM,,2026-02-02,0,0,1151,0,1151.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,7.75,8.55
GWLC,GWLC,,2026-02-02,0,0,214499,0,214499.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,60.0,65.14
HINOON,HINOON,,2026-02-02,0,0,9100,0,9100.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,985.0,1055.0
IDYM,IDYM,,2026-02-02,0,0,26440,0,26440.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,157.0,167.46
IMAGE,IMAGE,,2026-02-02,0,0,322818,0,322818.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,24.0,27.2
JDWS,JDWS,,2026-02-02,0,0,1109,0,1109.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,14,5,10,Low,SELL,877.1,950.0
KAPCO,KAPCO,,2026-02-02,0,0,917744,0,917744.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,18,1,10,Low,SELL,34.5,35.75
MCB,MCB,,2026-02-02,0,0,457687,0,457687.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,18,1,10,Low,SELL,403.0,421.95
MFFL,MFFL,,2026-02-02,0,0,1400,0,1400.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,190.01,197.9
MSOT,MSOT,,2026-02-02,0,0,5396,0,5396.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,56.55,63.97
MTL,MTL,,2026-02-02,0,0,495008,0,495008.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,529.99,567.0
MUREB,MUREB,,2026-02-02,0,0,1060,0,1060.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,1020.0,1056.0
NATF,NATF,,2026-02-02,0,0,18626,0,18626.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,14,5,10,Low,SELL,405.0,418.0
NBP,NBP,,2026-02-02,0,0,5143429,0,5143429.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,266.25,276.5
NCL,NCL,,2026-02-02,0,0,1441254,0,1441254.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,47.6,57.98
NETSOL,NETSOL,,2026-02-02,0,0,60362,0,60362.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,122.0,130.49
OCTOPUS,OCTOPUS,,2026-02-02,0,0,94082,0,94082.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,38.9,42.01
OML,OML,,2026-02-02,0,0,5,0,5.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,18,1,10,Low,SELL,34.9,35.9
PACE,PACE,,2026-02-02,0,0,1494649,0,1494649.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,15.63,17.48
PIOC,PIOC,,2026-02-02,0,0,86728,0,86728.0,0,0,50,Neutral,0,0,0,Bearish,37,F,10,16,3,10,Low,SELL,333.25,362.0
